car_ID,symboling,CarName,fueltype,aspiration,doornumber,carbody,drivewheel,enginelocation,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,fuelsystem,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price,brand,model,power_to_weight_ratio,wheelbase_squared,carlength_squared,carwidth_squared,carheight_squared,curbweight_squared,enginesize_squared,boreratio_squared,stroke_squared,compressionratio_squared,horsepower_squared,peakrpm_squared,citympg_squared,highwaympg_squared,log_enginesize
102,0,nissan dayz,1,0,0,3,1,0,0.2735800490049546,0.6216487974827147,0.2767311859140422,0.5641398951353029,1.0385543158868056,5,3,1.302151625565019,5,0.3710231986306822,0.0466237558250777,-0.2883489098618655,1.2138362581569333,0.1573660552353722,-1.2594703488777836,-1.273900356312703,13499.0,14,69,0.0491114701130856,10080.160000000002,33014.89,4422.25,3036.01,9579025,32761,11.7649,10.6929,81.0,23104,27040000,289,484,5.204006687076795
103,0,nissan fuga,1,0,0,4,1,0,0.2735800490049546,0.8572839735242048,0.2767311859140422,0.9743870696749876,1.4255328171719446,5,3,1.302151625565019,5,0.3710231986306822,0.0466237558250777,-0.2883489098618655,1.2138362581569333,0.1573660552353722,-1.2594703488777836,-1.273900356312703,14399.0,14,75,0.0461165048543689,10080.160000000002,34077.16,4422.25,3147.21,10863616,32761,11.7649,10.6929,81.0,23104,27040000,289,484,5.204006687076795
104,0,nissan otti,1,0,0,3,1,0,0.2735800490049546,0.8572839735242048,0.2767311859140422,0.5641398951353029,0.9711699997426272,5,3,1.302151625565019,5,0.3710231986306822,0.0466237558250777,-0.2883489098618655,1.2138362581569333,0.1573660552353722,-0.9530116883199848,-0.8371953846670438,13499.0,14,103,0.049673202614379,10080.160000000002,34077.16,4422.25,3036.01,9363600,32761,11.7649,10.6929,81.0,23104,27040000,361,625,5.204006687076795
105,3,nissan teana,1,0,1,2,2,0,-1.2413014630720538,-0.2721398012953492,0.9309474162050656,-1.6511948473789937,0.9923479276736544,5,3,1.302151625565019,5,0.3710231986306822,0.0466237558250777,-0.2883489098618655,1.4166369369851088,0.1573660552353722,-0.9530116883199848,-0.8371953846670438,17199.0,14,125,0.0521002930641484,8335.689999999999,29138.489999999994,4610.410000000001,2470.09,9431041,32761,11.7649,10.6929,81.0,25600,27040000,361,625,5.204006687076795
106,3,nissan kicks,1,1,1,2,2,0,-1.2413014630720538,-0.2721398012953492,0.9309474162050656,-1.6511948473789937,1.1232660276109157,5,3,1.302151625565019,5,0.3710231986306822,0.0466237558250777,-0.5912002113135727,2.430640331125986,0.1573660552353722,-1.2594703488777836,-1.1283320324308166,19699.0,14,88,0.0637145587766804,8335.689999999999,29138.489999999994,4610.410000000001,2470.09,9853321,32761,11.7649,10.6929,60.84,40000,27040000,289,529,5.204006687076795
107,1,nissan clipper,1,0,1,2,2,0,0.0738154540057884,0.3616375687472788,0.9309474162050656,-1.6511948473789937,1.1232660276109157,5,3,1.302151625565019,5,0.3710231986306822,0.0466237558250777,-0.2883489098618655,1.4166369369851088,0.1573660552353722,-0.9530116883199848,-0.8371953846670438,18399.0,14,49,0.0509716470213443,9840.64,31862.25,4610.410000000001,2470.09,9853321,32761,11.7649,10.6929,81.0,25600,27040000,361,625,5.204006687076795
108,0,peugeot 504,1,0,0,3,2,0,1.522108767749741,1.0279163423818347,1.1645960698804303,1.220535374398799,0.8941593527207089,2,2,-0.1662770945802206,5,0.4820593383668702,-0.209105205891056,-0.4397745605877189,-0.180418408786773,-0.2629602160773477,-0.9530116883199848,-0.98276370854893,11900.0,15,18,0.0321192052980132,11642.410000000002,34856.88999999999,4678.56,3214.8900000000003,9120400,14400,11.9716,10.1761,70.56,9409,25000000,361,576,4.795790545596741
109,0,peugeot 304,0,1,0,3,2,0,1.522108767749741,1.0279163423818347,1.1645960698804303,1.220535374398799,1.234931465792697,2,2,0.6040461684467903,3,1.3703484562563808,0.8457767611879953,2.740164104655205,-0.2311185784938168,-2.049346869156407,0.4260522841901109,0.327351206388047,13200.0,15,11,0.029715358148264,11642.410000000002,34856.88999999999,4678.56,3214.8900000000003,10220809,23104,13.69,12.3904,441.0,9025,17222500,784,1089,5.030437921392435
110,0,peugeot 504 (sw),1,0,0,4,2,0,2.5708728914953607,2.019209151935689,1.1645960698804303,2.041029723478168,1.2984652495857796,2,2,-0.1662770945802206,5,0.4820593383668702,-0.209105205891056,-0.4397745605877189,-0.180418408786773,-0.2629602160773477,-0.9530116883199848,-0.98276370854893,12440.0,15,19,0.0300309597523219,13041.64,39561.21,4678.56,3445.6900000000005,10432900,14400,11.9716,10.1761,70.56,9409,25000000,361,576,4.795790545596741
111,0,peugeot 504,0,1,0,4,2,0,2.5708728914953607,2.019209151935689,1.1645960698804303,2.041029723478168,1.6835184846953706,2,2,0.6040461684467903,3,1.3703484562563808,0.8457767611879953,2.740164104655205,-0.2311185784938168,-2.049346869156407,-0.0336357066465875,-0.8371953846670438,13860.0,15,18,0.0276967930029154,13041.64,39561.21,4678.56,3445.6900000000005,11764900,23104,13.69,12.3904,441.0,9025,17222500,625,625,5.030437921392435
112,0,peugeot 504,1,0,0,3,2,0,1.522108767749741,1.0279163423818347,1.1645960698804303,1.220535374398799,1.0000489923758464,2,2,-0.1662770945802206,5,0.4820593383668702,-3.405717227342726,-0.4397745605877189,-0.2311185784938168,-0.2629602160773477,-0.9530116883199848,-0.98276370854893,15580.0,15,18,0.0308943089430894,11642.410000000002,34856.88999999999,4678.56,3214.8900000000003,9455625,14400,11.9716,4.7961,70.56,9025,25000000,361,576,4.795790545596741
113,0,peugeot 604sl,0,1,0,3,2,0,1.522108767749741,1.0279163423818347,1.1645960698804303,1.220535374398799,1.3408211054478345,2,2,0.6040461684467903,3,1.3703484562563808,0.8457767611879953,2.740164104655205,-0.2311185784938168,-2.049346869156407,0.4260522841901109,0.327351206388047,16900.0,15,21,0.0292127921279212,11642.410000000002,34856.88999999999,4678.56,3214.8900000000003,10575504,23104,13.69,12.3904,441.0,9025,17222500,784,1089,5.030437921392435
114,0,peugeot 504,1,0,0,4,2,0,2.5708728914953607,2.019209151935689,1.1645960698804303,1.220535374398799,1.404354889240917,2,2,-0.1662770945802206,5,0.4820593383668702,-3.405717227342726,-0.4397745605877189,-0.2311185784938168,-0.2629602160773477,-0.9530116883199848,-0.98276370854893,16695.0,15,18,0.0289193302891933,13041.64,39561.21,4678.56,3214.8900000000003,10791225,14400,11.9716,4.7961,70.56,9025,25000000,361,576,4.795790545596741
115,0,peugeot 505s turbo diesel,0,1,0,4,2,0,2.5708728914953607,2.019209151935689,1.1645960698804303,2.041029723478168,1.7894081243505082,2,2,0.6040461684467903,3,1.3703484562563808,0.8457767611879953,2.740164104655205,-0.2311185784938168,-2.049346869156407,-0.0336357066465875,-0.8371953846670438,17075.0,15,20,0.0272596843615494,13041.64,39561.21,4678.56,3445.6900000000005,12145225,23104,13.69,12.3904,441.0,9025,17222500,625,625,5.030437921392435
116,0,peugeot 504,1,0,0,3,2,0,1.522108767749741,1.0279163423818347,1.1645960698804303,1.220535374398799,1.0000489923758464,2,2,-0.1662770945802206,5,0.4820593383668702,-0.209105205891056,-0.4397745605877189,-0.180418408786773,-0.2629602160773477,-0.9530116883199848,-0.98276370854893,16630.0,15,18,0.0315447154471544,11642.410000000002,34856.88999999999,4678.56,3214.8900000000003,9455625,14400,11.9716,10.1761,70.56,9409,25000000,361,576,4.795790545596741
117,0,peugeot 504,0,1,0,3,2,0,1.522108767749741,1.0279163423818347,1.1645960698804303,1.220535374398799,1.3408211054478345,2,2,0.6040461684467903,3,1.3703484562563808,0.8457767611879953,2.740164104655205,-0.2311185784938168,-2.049346869156407,0.4260522841901109,0.327351206388047,17950.0,15,18,0.0292127921279212,11642.410000000002,34856.88999999999,4678.56,3214.8900000000003,10575504,23104,13.69,12.3904,441.0,9025,17222500,784,1089,5.030437921392435
118,0,peugeot 604sl,1,1,0,3,2,0,1.5387558173330036,1.0279163423818347,1.1178663391453534,0.9333623522210184,1.105938632030984,2,2,0.1707393329940966,5,1.0372400370478136,-0.1451729654620226,-0.7931010789480439,0.960335409621714,0.998018597860812,-1.1062410185988842,-0.98276370854893,18150.0,15,21,0.045367412140575,11664.0,34856.88999999999,4664.889999999999,3136.0,9796900,17956,13.0321,10.3041,49.0,20164,31360000,324,576,4.90527477843843
119,1,plymouth fury iii,1,0,1,2,1,0,-0.8417722730737214,-1.360936821624989,-0.984971543932928,-1.1999229553853428,-1.227483972733138,3,2,-0.8884551536680434,1,-1.3315309439908782,-0.0812407250329891,-0.1873984760446297,-0.9155708695389092,0.7878554622044521,1.8051162567002064,1.4918977974431378,5572.0,16,77,0.0354535974973931,8779.69,24743.290000000005,4070.44,2580.64,3678724,8100,8.820900000000002,10.4329,88.36000000000001,4624,30250000,1369,1681,4.51085950651685
120,1,plymouth cricket,1,1,1,2,1,0,-0.8417722730737214,-1.360936821624989,-0.984971543932928,-1.1999229553853428,-0.8231780758680675,3,2,-0.6958743379112906,6,-1.1094586645185025,0.4302171983992784,-0.6416754282221906,-0.0536679845191633,0.7878554622044521,-0.1868650369254871,-0.109353765257612,7957.0,16,65,0.0479323308270676,8779.69,24743.290000000005,4070.44,2580.64,4528384,9604,9.1809,11.4921,57.76,10404,30250000,576,900,4.59511985013459
121,1,plymouth fury iii,1,0,0,2,1,0,-0.8417722730737214,-1.360936821624989,-0.984971543932928,-1.281972390293278,-1.1331459301312885,3,2,-0.8884551536680434,1,-1.3315309439908782,-0.0812407250329891,-0.1873984760446297,-0.9155708695389092,0.7878554622044521,0.8857402750268095,1.0551928257974788,6229.0,16,77,0.034570411794611,8779.69,24743.290000000005,4070.44,2560.36,3869089,8100,8.820900000000002,10.4329,88.36000000000001,4624,30250000,961,1444,4.51085950651685
122,1,plymouth satellite custom (sw),1,0,0,3,1,0,-0.8417722730737214,-0.548401731826749,-0.984971543932928,-1.1999229553853428,-1.0907900742692331,3,2,-0.8884551536680434,1,-1.3315309439908782,-0.0812407250329891,-0.1873984760446297,-0.9155708695389092,0.7878554622044521,0.8857402750268095,1.0551928257974788,6692.0,16,119,0.0341880341880341,8779.69,27989.290000000005,4070.44,2580.64,3956121,8100,8.820900000000002,10.4329,88.36000000000001,4624,30250000,961,1444,4.51085950651685
123,1,plymouth fury gran sedan,1,0,0,3,1,0,-0.8417722730737214,-0.548401731826749,-0.984971543932928,-1.1999229553853428,-0.7018863068085462,3,2,-0.6958743379112906,1,-1.3315309439908782,-0.0812407250329891,-0.1873984760446297,-0.9155708695389092,0.7878554622044521,0.8857402750268095,1.0551928257974788,7609.0,16,76,0.031036056595162,8779.69,27989.290000000005,4070.44,2580.64,4800481,9604,8.820900000000002,10.4329,88.36000000000001,4624,30250000,961,1444,4.59511985013459
124,-1,plymouth valiant,1,0,0,4,1,0,0.7563444869196039,0.0447488837259647,-0.6111336980523459,2.492301615471819,-0.0395947424200495,3,2,-0.1181318906410324,1,0.0749268260008453,0.6539800399008949,-0.4145369521334101,-0.4085691724684704,-0.2629602160773477,-0.1868650369254871,-0.109353765257612,8921.0,16,131,0.0347140039447731,10670.89,30485.16,4173.159999999999,3576.0399999999995,6426225,14884,11.2225,11.9716,72.25,7744,25000000,576,900,4.812184355372417
125,3,plymouth duster,1,1,1,2,2,0,-0.475537182241917,-0.0690060288457892,0.183271724443895,-1.4460712601091512,0.5052555852600219,3,2,0.7003365763251667,6,0.9632159438903544,1.932624848481563,-0.7931010789480439,1.03638566418228,-0.2629602160773477,-0.9530116883199848,-0.98276370854893,12764.0,16,72,0.0514549325762952,9196.81,29998.239999999994,4395.69,2520.0400000000004,7941124,24336,12.8881,14.8996,49.0,21025,25000000,361,576,5.056245805348308
126,3,porsche macan,1,0,1,2,2,0,-0.7085958764076113,-0.4183961174590311,1.1178663391453534,-1.4460712601091512,0.4282449382381036,3,2,0.5799735664771962,5,2.2586375741458897,-0.4648341676071899,-0.1621608675903209,0.985685494475236,0.7878554622044521,-0.9530116883199848,-0.5460587369032711,22018.0,18,92,0.0514758819294456,8930.25,28527.210000000003,4664.889999999999,2520.0400000000004,7717284,22801,15.5236,9.6721,90.25,20449,30250000,361,729,5.0238805208462765
127,3,porcshce panamera,1,0,1,1,2,1,-1.540948355570802,-0.4183961174590311,-0.4242147751120515,-0.8717252157535934,0.3858890823760486,4,3,1.6150954511697422,5,1.5183966425712994,-1.1361226921120404,-0.1621608675903209,2.60809092510064,1.628508004829892,-1.2594703488777836,-0.8371953846670438,32528.0,17,106,0.0751088534107402,8010.25,28527.210000000003,4225.0,2662.56,7595536,37636,13.987600000000002,8.41,90.25,42849,34810000,289,625,5.272999558563747
128,3,porsche cayenne,1,0,1,1,2,1,-1.540948355570802,-0.4183961174590311,-0.4242147751120515,-0.8717252157535934,0.3858890823760486,4,3,1.6150954511697422,5,1.5183966425712994,-1.1361226921120404,-0.1621608675903209,2.60809092510064,1.628508004829892,-1.2594703488777836,-0.8371953846670438,34028.0,18,37,0.0751088534107402,8010.25,28527.210000000003,4225.0,2662.56,7595536,37636,13.987600000000002,8.41,90.25,42849,34810000,289,625,5.272999558563747
129,3,porsche boxter,1,0,1,0,2,1,-1.540948355570802,-0.4183961174590311,-0.4242147751120515,-0.8717252157535934,0.4706007941001586,4,3,1.6150954511697422,5,1.5183966425712994,-1.1361226921120404,-0.1621608675903209,2.60809092510064,1.628508004829892,-1.2594703488777836,-0.8371953846670438,37028.0,18,34,0.0739285714285714,8010.25,28527.210000000003,4225.0,2662.56,7840000,37636,13.987600000000002,8.41,90.25,42849,34810000,289,625,5.272999558563747
130,1,porsche cayenne,1,0,1,2,2,0,-0.0593609426603216,0.1341277436037707,2.98705556854827,-1.322997107747247,1.5603014494603014,1,0,1.831748868896089,5,2.2586375741458897,-0.4648341676071899,-0.0359728253187763,4.661447798235916,1.313263301345352,-1.2594703488777836,-0.4004904130213847,31400.5,18,37,0.0855614973262032,9682.56,30870.489999999994,5227.29,2550.25,11329956,41209,15.5236,9.6721,100.0,82944,33062500,289,784,5.318119993844216
131,0,renault 12tl,1,0,0,4,1,0,-0.4422430830753912,0.6053980956867508,0.2767311859140422,0.6051646125892719,0.0451169693040605,3,2,0.1225941290549084,5,0.4820593383668702,2.0604893293396294,-0.3640617352247924,-0.3578690027614265,-0.0527970804209877,-0.3400943672043866,0.0362145586242743,9295.0,19,4,0.0348972469949592,9235.21,32942.25,4422.25,3047.0400000000004,6651241,17424,11.9716,15.21,75.68999999999998,8100,26010000,529,961,4.890349128221754
132,2,renault 5 gtl,1,0,1,2,1,0,-0.4422430830753912,0.2235066034815789,0.3234609166491125,-1.322997107747247,-0.1839897055861462,3,2,0.1225941290549084,5,0.4820593383668702,2.0604893293396294,-0.3640617352247924,-0.3578690027614265,-0.0527970804209877,-0.3400943672043866,0.0362145586242743,9895.0,19,15,0.0365853658536585,9235.21,31258.240000000005,4435.56,2550.25,6051600,17424,11.9716,15.21,75.68999999999998,8100,26010000,529,961,4.890349128221754
133,3,saab 99e,1,0,1,2,1,0,0.0571684044225231,1.0197909914838528,0.2767311859140422,0.9743870696749876,0.1972129971723489,3,2,-0.1422044926106265,5,0.7781557109967071,-0.5926986484652568,-0.2101123236535077,0.1491326943090121,0.2624476230635522,-0.6465530277621856,-0.4004904130213847,11850.0,20,23,0.0413844996237772,9820.81,34819.56,4422.25,3147.21,7064964,14641,12.5316,9.4249,86.6761,12100,27562500,441,784,4.804021044733257
134,2,saab 99le,1,0,0,3,1,0,0.0571684044225231,1.0197909914838528,0.2767311859140422,0.9743870696749876,0.2684478456676233,3,2,-0.1422044926106265,5,0.7781557109967071,-0.5926986484652568,-0.2126360844989386,0.1491326943090121,0.2624476230635522,-0.6465530277621856,-0.4004904130213847,12170.0,20,25,0.0408163265306122,9820.81,34819.56,4422.25,3147.21,7263025,14641,12.5316,9.4249,86.49000000000001,12100,27562500,441,784,4.804021044733257
135,3,saab 99le,1,0,1,2,1,0,0.0571684044225231,1.0197909914838528,0.2767311859140422,0.9743870696749876,0.2915510397741988,3,2,-0.1422044926106265,5,-2.9230489468762504,-3.789310669916927,-0.2126360844989386,0.1491326943090121,0.2624476230635522,-0.6465530277621856,-0.4004904130213847,15040.0,20,25,0.0406353897303287,9820.81,34819.56,4422.25,3147.21,7327849,14641,6.4516,4.2849,86.49000000000001,12100,27562500,441,784,4.804021044733257
136,2,saab 99gle,1,0,0,3,1,0,0.0571684044225231,1.0197909914838528,0.2767311859140422,0.9743870696749876,0.3897396147271445,3,2,-0.1422044926106265,5,0.7781557109967071,-0.5926986484652568,-0.2126360844989386,0.1491326943090121,0.2624476230635522,-0.6465530277621856,-0.4004904130213847,15510.0,20,24,0.0398839738941261,9820.81,34819.56,4422.25,3147.21,7606564,14641,12.5316,9.4249,86.49000000000001,12100,27562500,441,784,4.804021044733257
137,3,saab 99gle,1,1,1,2,1,0,0.0571684044225231,1.0197909914838528,0.2767311859140422,0.9743870696749876,0.4860029235045423,0,2,-0.1422044926106265,5,0.7781557109967071,-0.5926986484652568,-0.2883489098618655,1.4166369369851088,0.7878554622044521,-0.9530116883199848,-0.6916270607851575,18150.0,20,24,0.0569800569800569,9820.81,34819.56,4422.25,3147.21,7884864,14641,12.5316,9.4249,81.0,25600,30250000,361,676,4.804021044733257
138,2,saab 99e,1,1,0,3,1,0,0.0571684044225231,1.0197909914838528,0.2767311859140422,0.9743870696749876,0.5610883043509126,0,2,-0.1422044926106265,5,0.7781557109967071,-0.5926986484652568,-0.2883489098618655,1.4166369369851088,0.7878554622044521,-0.9530116883199848,-0.6916270607851575,18620.0,20,23,0.0561995082543027,9820.81,34819.56,4422.25,3147.21,8105409,14641,12.5316,9.4249,81.0,25600,30250000,361,676,4.804021044733257
139,2,subaru,1,0,1,2,1,0,-0.8417722730737214,-1.393438225216919,-1.1718904668732189,-0.010206149220255,-0.973348837560808,4,2,-0.7199469398808848,1,1.074252083626544,-2.862293183695942,-0.2883489098618655,-0.8902207846853871,-0.4731233517337077,0.8857402750268095,0.7640561780337061,5118.0,21,0,0.0336585365853658,8779.69,24617.61,4019.56,2883.6900000000005,4202500,9409,13.1044,5.569599999999999,81.0,4761,24010000,961,1296,4.584967478670572
140,2,subaru dl,1,0,1,2,1,0,-0.8417722730737214,-1.3121847162370952,-1.0784310054030717,-0.010206149220255,-0.838580205272451,4,2,-0.4551483182153497,1,1.074252083626544,-1.967241817689474,-0.3640617352247924,-0.7888204452712995,-1.5239390300155076,0.1195936236323119,0.0362145586242743,7053.0,21,71,0.0344339622641509,8779.69,24932.410000000003,4044.96,2883.6900000000005,4494400,11664,13.1044,6.969600000000001,75.68999999999998,5329,19360000,676,961,4.691347882229144
141,2,subaru dl,1,0,1,2,0,0,-0.9083604714067776,-1.360936821624989,-0.984971543932928,0.8102881998591143,-0.6075482642066964,4,2,-0.4551483182153497,1,1.074252083626544,-1.967241817689474,-0.3640617352247924,-0.7888204452712995,-1.5239390300155076,0.1195936236323119,0.0362145586242743,7603.0,21,71,0.0325892857142857,8704.89,24743.290000000005,4070.44,3102.49,5017600,11664,13.1044,6.969600000000001,75.68999999999998,5329,19360000,676,961,4.691347882229144
142,0,subaru,1,0,0,3,1,0,-0.2591255376594878,-0.1665102396215771,-0.2372958521717572,-0.5025027586678777,-0.7904485508837522,4,2,-0.4551483182153497,1,1.074252083626544,-1.967241817689474,-0.1621608675903209,-0.5606696815896021,-0.6832864873900676,1.038969605305709,0.9096245019155924,7126.0,21,0,0.0382284382284382,9447.84,29584.0,4277.160000000001,2756.25,4601025,11664,13.1044,6.969600000000001,90.25,6724,23040000,1024,1369,4.691347882229144
143,0,subaru brz,1,0,0,3,1,0,-0.2591255376594878,-0.1665102396215771,-0.2372958521717572,-0.5025027586678777,-0.7038115729840941,4,2,-0.4551483182153497,1,1.074252083626544,-1.967241817689474,-0.1621608675903209,-0.5606696815896021,-1.5239390300155076,0.4260522841901109,0.327351206388047,7775.0,21,35,0.0374429223744292,9447.84,29584.0,4277.160000000001,2756.25,4796100,11664,13.1044,6.969600000000001,90.25,6724,19360000,784,1089,4.691347882229144
144,0,subaru baja,1,0,0,3,1,0,-0.2591255376594878,-0.1665102396215771,-0.2372958521717572,-0.5025027586678777,-0.4150216466519009,4,2,-0.4551483182153497,5,1.074252083626544,-1.967241817689474,-0.2883489098618655,-0.2564686633473388,0.1573660552353722,0.1195936236323119,0.1817828825061606,9960.0,21,33,0.0401709401709401,9447.84,29584.0,4277.160000000001,2756.25,5475600,11664,13.1044,6.969600000000001,81.0,8836,27040000,676,1024,4.691347882229144
145,0,subaru r1,1,0,0,3,0,0,-0.2924196368260159,-0.1665102396215771,-0.2372958521717572,0.2359421555035534,-0.3283846687522428,4,2,-0.4551483182153497,1,1.074252083626544,-1.967241817689474,-0.2883489098618655,-0.5606696815896021,-0.6832864873900676,-0.1868650369254871,-0.8371953846670438,9233.0,21,108,0.0343815513626834,9409.0,29584.0,4277.160000000001,2948.49,5688225,11664,13.1044,6.969600000000001,81.0,6724,23040000,576,625,4.691347882229144
146,0,subaru r2,1,1,0,3,0,0,-0.2924196368260159,-0.1665102396215771,-0.2372958521717572,0.2359421555035534,-0.0877263968087484,4,2,-0.4551483182153497,5,1.074252083626544,-1.967241817689474,-0.6164378197678815,0.174482779162534,-0.6832864873900676,-0.1868650369254871,-0.2549220891394984,11259.0,21,109,0.0442231075697211,9409.0,29584.0,4277.160000000001,2948.49,6300100,11664,13.1044,6.969600000000001,59.290000000000006,12321,23040000,576,841,4.691347882229144
147,0,subaru trezia,1,0,0,4,1,0,-0.2924196368260159,-0.0446299761518411,-0.2372958521717572,-0.2973791713980354,-0.5112849554292986,4,2,-0.4551483182153497,1,1.074252083626544,-1.967241817689474,-0.2883489098618655,-0.5606696815896021,-0.6832864873900676,0.4260522841901109,0.1817828825061606,7463.0,21,128,0.0358078602620087,9409.0,30102.25,4277.160000000001,2809.0,5244100,11664,13.1044,6.969600000000001,81.0,6724,23040000,784,1024,4.691347882229144
148,0,subaru tribeca,1,0,0,4,1,0,-0.2924196368260159,-0.0446299761518411,-0.2372958521717572,-0.2973791713980354,-0.1936160364638859,4,2,-0.4551483182153497,5,1.074252083626544,-1.967241817689474,-0.2883489098618655,-0.2564686633473388,0.1573660552353722,-0.0336357066465875,0.0362145586242743,10198.0,21,129,0.0382892057026476,9409.0,30102.25,4277.160000000001,2809.0,6027025,11664,13.1044,6.969600000000001,81.0,8836,27040000,625,961,4.691347882229144
149,0,subaru dl,1,0,0,4,0,0,-0.3090666864092788,-0.0365046252538592,-0.2372958521717572,0.4820904602273648,-0.2610003526080644,4,2,-0.4551483182153497,1,1.074252083626544,-1.967241817689474,-0.2883489098618655,-0.5606696815896021,-0.6832864873900676,-0.3400943672043866,-0.2549220891394984,8013.0,21,71,0.0338842975206611,9389.61,30136.96,4277.160000000001,3014.01,5856400,11664,13.1044,6.969600000000001,81.0,6724,23040000,529,841,4.691347882229144
150,0,subaru dl,1,1,0,4,0,0,-0.3090666864092788,-0.0365046252538592,-0.2372958521717572,0.4820904602273648,0.1818108677679653,4,2,-0.4551483182153497,5,1.074252083626544,-1.967241817689474,-0.6164378197678815,0.174482779162534,-0.6832864873900676,-0.3400943672043866,-1.1283320324308166,11694.0,21,71,0.0418867924528301,9389.61,30136.96,4277.160000000001,3014.01,7022500,11664,13.1044,6.969600000000001,59.290000000000006,12321,23040000,529,529,4.691347882229144
151,1,toyota corona mark ii,1,0,1,2,1,0,-0.5088312814084451,-1.2471819090532372,-1.0784310054030717,0.3179915904114915,-1.0984911389714251,3,2,-0.8403099497288552,1,-1.0354345713610429,-0.7205631293233238,-0.2883489098618655,-1.0676713786600407,-0.6832864873900676,1.4986575961424076,1.200761149679365,5348.0,22,60,0.0312342569269521,9158.49,25185.689999999995,4044.96,2970.25,3940225,8464,9.302499999999998,9.1809,81.0,3844,23040000,1225,1521,4.532599493153256
152,1,toyota corona,1,0,1,2,1,0,-0.5088312814084451,-1.2471819090532372,-1.0784310054030717,0.3179915904114915,-0.9926014993162876,3,2,-0.8403099497288552,1,-1.0354345713610429,-0.7205631293233238,-0.2883489098618655,-1.0676713786600407,-0.6832864873900676,0.8857402750268095,1.0551928257974788,6338.0,22,57,0.030392156862745,9158.49,25185.689999999995,4044.96,2970.25,4161600,8464,9.302499999999998,9.1809,81.0,3844,23040000,961,1444,4.532599493153256
